graph_class_id,count,frequency
46,1203029,0.0874320764348689
149,398128,0.0289345956970792
155,651937,0.0473805748778451
197,293766,0.0213499187184728
203,292189,0.0212353076953489
207,1910440,0.138844313897862
711,301627,0.0219212295953133
