fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.41405565785447385,0.18907105344966235,7.19570845308585e-05,0.0003509802185584309,135.0,0.02___717.716,0.02,100,1.9494499999999353
0.23715954630064992,0.1060437706393493,0.00014661163748924168,0.0006192873055863414,270.0,0.015___999.711,0.015,100,94.04950000000002
