fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
1.0,0.02379190007662516,0.0003979178120447717,0.0007271506067230131,60.0,0.036___3426.753,0.036,100,262.1755
1.0,0.01415102164649939,0.0004965876618240256,0.0003051106454532021,120.0,0.029___6600.731,0.029,100,399.17999999999995
