fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.012048416408033837,0.009478252797055265,0.0056741434685544725,0.007679980543936368,30.0,0.001___1801.449,0.001,100,500.1936
0.8775000000956779,0.011059403904972528,0.0037239380227175886,0.004529648088369766,60.0,0.001___2180.267,0.001,100,438.6966499999975
