graph_class_id,count,frequency
390,674,4.898403905234344e-05
391,3948,0.00028692727919681294
392,2544,0.00018488931060706487
393,8276,0.0006014716723993981
394,7,5.08736310632647e-07
395,2564,0.00018634284292315815
396,2235,0.00016243223632342373
397,1509,0.00010966901324923776
398,170,1.2355024686792857e-05
399,41,2.9797412479912185e-06
400,3462,0.0002516064439157463
401,6281,0.0004564818238690937
402,77,5.5960994169591175e-06
403,1425,0.000103564177521646
404,1868,0.0001357599183231121
405,1173,8.524967033887071e-05
406,10114,0.0007350512922483703
407,3992,0.00029012505029221816
408,3216,0.00023372799642779898
409,1875,0.00013626865463374474
410,4155,0.00030197133866837833
411,121,8.793870512364328e-06
412,1083,7.870877491645096e-05
413,9691,0.0007043090837629975
414,1110,8.067104354317689e-05
415,3137,0.00022798654377923053
416,1877,0.00013641400786535408
417,1433,0.00010414559044808332
418,20924,0.0015206855090967866
419,867,6.301062590264357e-05
420,3553,0.0002582200159539707
421,6667,0.00048453499756969396
422,1163,8.452290418082407e-05
423,696,5.0582924600046047e-05
424,617,4.48414719514776e-05
425,9426,0.0006850497805747616
426,11,7.994427738513025e-07
427,48181,0.0035016320260845097
428,3837,0.0002788601748424952
429,16471,0.0011970565389186184
430,1340,9.738666517824958e-05
431,3854,0.00028009567731117455
432,2620,0.00019041273340821932
433,2677,0.00019455530050908516
434,4049,0.000294267617393084
435,1282,9.317142146157908e-05
436,2544,0.00018488931060706487
437,1212,8.80840583552526e-05
438,1213,8.815673497105727e-05
439,2650,0.00019259303188235924
440,5452,0.00039623290936702737
441,1361,9.891287411014752e-05
442,3974,0.00028881687120773416
443,1189,8.641249619174534e-05
444,2593,0.0001884504647814934
445,35251,0.002561923383730206
446,4680,0.00034012656196582685
447,7871,0.0005720376429985092
448,11728,0.0008523513501570978
449,2562,0.00018619748969154882
450,4355,0.0003165066618293111
451,1732,0.0001258758985736778
452,2372,0.00017238893268866267
453,1214,8.822941158686192e-05
454,1501,0.00010908760032280046
455,1374,9.985767011560815e-05
456,2431,0.00017667685302113784
457,1159,8.423219771760542e-05
458,1161,8.437755094921474e-05
459,1321,9.600580947796097e-05
460,1257,9.135450606646248e-05
461,1540,0.00011192198833918235
462,2165,0.00015734487321709725
463,264,1.918662657243126e-05
464,610,4.4332735640844954e-05
465,155,1.1264875449722898e-05
466,561,4.0771581466416425e-05
467,3314,0.00024085030477665603
468,229,1.6642945019268024e-05
469,628,4.5640914725328906e-05
470,1308,9.506101347250033e-05
471,7208,0.0005238530467200171
472,52,3.779184021842521e-06
473,187,1.3590527155472142e-05
474,1147,8.336007832794945e-05
475,586,4.258849686153302e-05
476,54,3.924537253451849e-06
477,733,5.327195938481861e-05
478,24,1.7442387793119327e-06
479,3886,0.00028242132901692377
480,1469,0.00010676194861705122
481,164,1.1918964991964874e-05
482,2421,0.0001759500868630912
483,267,1.940465641984525e-05
484,43560,0.0031657933844511576
485,2334,0.00016962722128808545
486,1150,8.357810817536345e-05
487,15138,0.0011001786100510015
488,218,1.584350224541672e-05
489,24367,0.0017709110973122444
490,21011,0.0015270083746717923
491,4617,0.00033554793517013307
492,1167,8.481361064404273e-05
493,14831,0.0010778668889989697
494,2803,0.0002037125541004728
495,276,2.0058745962087226e-05
496,2356,0.00017122610683578806
497,6125,0.00044514427180356616
498,547,3.975410884515113e-05
499,1065,7.740059583196701e-05
500,265,1.9259303188235924e-05
501,233,1.693365148248668e-05
502,140,1.0174726212652941e-05
503,865,6.286527267103425e-05
504,4646,0.0003376555570284683
505,113,8.212457585927017e-06
506,464,3.372194973336403e-05
507,24,1.7442387793119327e-06
508,136,9.884019749434285e-06
509,362,2.630893492128832e-05
510,1120,8.139780970122353e-05
511,406,2.9506706016693528e-05
512,1573,0.00011432031666073625
513,481,3.495745220204332e-05
514,62,4.50595017988916e-06
515,2851,0.00020720103165909666
516,210,1.5262089318979412e-05
517,1023,7.434817796817112e-05
518,1109,8.059836692737222e-05
519,955,6.940616809345398e-05
520,776,5.639705386441916e-05
521,761,5.53069046273492e-05
522,625,4.542288487791491e-05
523,1031,7.492959089460844e-05
524,58,4.215243716670504e-06
525,429,3.1178268180200796e-05
526,1184,8.604911311272202e-05
527,20,1.4535323160932772e-06
528,4148,0.0003014626023577457
529,514,3.735578052359722e-05
530,998,7.253126257305454e-05
531,1567,0.00011388425696590828
532,935,6.79526357773607e-05
533,1298,9.433424731445369e-05
534,451,3.27771537279034e-05
535,182,1.3227144076448823e-05
536,3582,0.00026032763781230593
537,14,1.017472621265294e-06
538,1648,0.00011977106284608604
539,261,1.8968596725017267e-05
540,7046,0.0005120794349596615
541,461,3.350391988595004e-05
542,5449,0.00039601487951961337
543,1363,9.905822734175684e-05
544,1036,7.529297397363176e-05
545,1,7.267661580466386e-08
546,357,2.5945551842265e-05
547,696,5.0582924600046047e-05
548,650,4.723980027303151e-05
549,6,4.360596948279832e-07
550,311,2.260242751525046e-05
551,4098,0.0002978287715675125
552,2089,0.0001518214504159428
553,632,4.593162118854756e-05
554,2438,0.00017718558933177048
555,1135,8.248795893829349e-05
556,289,2.1003541967547855e-05
557,275,1.9986069346282563e-05
558,51,3.706507406037857e-06
559,827,6.0103561270457015e-05
560,121,8.793870512364328e-06
561,376,2.732640754255361e-05
562,1990,0.00014462646545128108
563,10522,0.0007647033514966732
564,3441,0.00025008023498384837
565,24,1.7442387793119327e-06
566,2992,0.00021744843448755427
567,34,2.4710049373585712e-06
568,657,4.7748536583664157e-05
569,817,5.9376795112410376e-05
570,1987,0.00014440843560386708
571,1471,0.00010690730184866054
572,268,1.9477333035649913e-05
573,684,4.971080521039008e-05
574,1001,7.274929242046853e-05
575,4380,0.00031832357722442773
576,3845,0.00027944158776893255
577,251,1.8241830566970628e-05
578,1849,0.0001343790626228235
579,68,4.9420098747171425e-06
580,11095,0.0008063470523527455
581,155,1.1264875449722898e-05
582,259,1.882324349340794e-05
583,1544,0.000112212694802401
584,342,2.485540260519504e-05
585,699,5.080095444746004e-05
586,48,3.4884775586238654e-06
587,12352,0.000897701558419208
588,2464,0.00017907518134269176
589,18,1.3081790844839495e-06
590,142,1.0320079444262268e-05
591,325,2.3619900136515755e-05
592,307,2.2311721052031807e-05
593,629,4.571359134113357e-05
594,753,5.472549170091189e-05
595,7,5.08736310632647e-07
596,460,3.3431243270145374e-05
597,21,1.526208931897941e-06
598,370,2.6890347847725628e-05
599,451,3.27771537279034e-05
600,483,3.5102805433652645e-05
601,74,5.378069569545126e-06
602,666,4.840262612590613e-05
603,2916,0.00021192501168639983
604,2826,0.00020538411626398008
605,107,7.776397891099032e-06
606,211,1.5334765934784075e-05
607,2331,0.00016940919144067145
608,91,6.613572038224411e-06
609,791,5.748720310148911e-05
610,813,5.9086088649191716e-05
611,1292,9.389818761962572e-05
612,938,6.81706656247747e-05
613,52,3.779184021842521e-06
614,154,1.1192198833918235e-05
615,746,5.421675539027924e-05
616,2,1.4535323160932772e-07
617,1869,0.00013583259493891674
618,1,7.267661580466386e-08
619,1716,0.00012471307272080319
620,60,4.3605969482798315e-06
621,479,3.481209897043399e-05
622,1906,0.00013852162972368933
623,2168,0.00015756290306451125
624,201,1.4607999776737436e-05
625,7800,0.0005668776032763781
626,233,1.693365148248668e-05
627,57857,0.004204850960610437
628,345,2.5073432452609034e-05
629,17420,0.0012660266473172445
630,52793,0.003836816578175619
631,34438,0.0025028372950810143
632,5368,0.0003901280736394356
633,76866,0.005586360750441293
634,17238,0.0012527995032407956
635,23093,0.0016783210887771026
636,74700,0.0054289432006083905
637,16959,0.0012325227274312945
638,1076,7.820003860581832e-05
639,38856,0.002823922583706019
640,2352,0.0001709354003725694
641,1506,0.00010945098340182378
642,4339,0.0003153438359764365
643,11901,0.0008649244046913047
644,7434,0.0005402779618918712
645,8931,0.0006490748557514529
646,19203,0.00139560905329696
647,15735,0.001143566549686386
648,35794,0.0026013867861121383
649,5383,0.0003912182228765056
650,1762,0.00012805619704781771
651,13302,0.0009667443434336387
652,4773,0.00034688548723566063
653,4480,0.0003255912388048941
654,711,5.1673073837116005e-05
655,3324,0.00024157707093470267
656,975,7.085970040954726e-05
657,21866,0.00158914688118478
658,103147,0.007496374890403663
659,7978,0.0005798140408896083
660,2986,0.0002170123747927263
661,27401,0.0019914119496635945
662,545,3.9608755613541806e-05
663,14236,0.0010346243025951948
664,3491,0.00025371406577408154
665,2104,0.00015291159965301278
666,1652,0.0001200617693093047
667,6182,0.000449286838904432
668,85,6.1775123433964285e-06
669,14331,0.0010415285810966377
670,3355,0.00024383004602464726
671,93,6.7589252698337395e-06
672,5918,0.0004301002123320007
673,1576,0.00011453834650815025
674,1563,0.00011359355050268961
675,8845,0.0006428246667922519
676,4099,0.00029790144818331717
677,9821,0.0007137570438176038
678,84770,0.006160796721761355
679,5205,0.0003782817852632754
680,115,8.357810817536343e-06
681,24612,0.0017887168681843869
682,1604,0.00011657329175068083
683,799,5.8068616027926424e-05
684,4951,0.0003598219248488908
685,8565,0.000622475214366946
686,12013,0.000873064185661427
687,180,1.3081790844839494e-05
688,12957,0.0009416709109810297
689,56863,0.0041326104045006015
690,280,2.0349452425305882e-05
691,3053,0.00022188170805163878
692,15935,0.0011581018728473187
693,2496,0.000181400833048441
694,5734,0.0004167277150239426
695,10874,0.0007902855202599148
696,165,1.1991641607769537e-05
697,331,2.4055959831343738e-05
698,3370,0.0002449201952617172
699,4219,0.00030662264207987684
700,2681,0.00019484600697230382
701,2643,0.0001920842955717266
702,2863,0.00020807315104875263
703,347,2.521878568421836e-05
704,23794,0.001729267396456172
705,34,2.4710049373585712e-06
706,2755,0.00020022407654184894
707,466,3.386730296497336e-05
708,8659,0.0006293068162525843
709,403,2.9288676169279535e-05
710,241,1.751506440892399e-05
711,301627,0.021921229595313348
712,627,4.556823810952424e-05
713,95,6.904278501443067e-06
714,6047,0.0004394754957708024
715,3939,0.00028627318965457094
716,1387,0.00010080246612106877
717,3363,0.0002444114589510846
718,859,6.242921297620626e-05
719,44641,0.0032443568061359994
720,786,5.71238200224658e-05
721,3208,0.00023314658350136167
722,7953,0.0005779971254944917
723,6174,0.00044870542597799467
724,2137,0.00015530992797456667
725,4481,0.0003256639154206988
726,2585,0.00018786905185505607
727,362,2.630893492128832e-05
728,487,3.53935118968713e-05
729,406,2.9506706016693528e-05
730,1335,9.702328209922626e-05
731,850,6.177512343396429e-05
732,378,2.747176077416294e-05
733,2443,0.00017754897241079382
734,682,4.9565451978780754e-05
735,457,3.321321342273139e-05
736,3538,0.00025712986671690076
737,1547,0.000112430724649815
738,828,6.0176237886261675e-05
739,1009,7.333070534690583e-05
740,235,1.7079004714096006e-05
741,596,4.331526301957966e-05
742,2858,0.00020770976796972933
743,7190,0.0005225448676355332
744,1173,8.524967033887071e-05
745,71,5.160039722131134e-06
746,1726,0.00012543983887884982
747,135,9.811343133629622e-06
748,2874,0.00020887259382260394
749,116,8.430487433341008e-06
750,1139,8.277866540151214e-05
751,197,1.4317293313518781e-05
752,3450,0.0002507343245260903
753,1740,0.00012645731150011513
754,96,6.976955117247731e-06
755,1111,8.074372015898154e-05
756,2708,0.00019680827559902974
757,425,3.088756171698214e-05
758,1606,0.00011671864498229017
759,289,2.1003541967547855e-05
760,18786,0.0013653029045064154
761,2038,0.00014811494300990494
762,343,2.4928079220999704e-05
763,913,6.635375022965811e-05
764,4348,0.00031599792551867845
765,1056,7.674650628972504e-05
766,2265,0.00016461253479756364
767,139,1.0102049596848276e-05
768,296,2.1512278278180504e-05
769,1026,7.456620781558512e-05
770,1124,8.168851616444218e-05
771,439,3.1905034338247435e-05
772,3397,0.00024688246388844315
773,3676,0.0002671592396979444
774,99,7.194984964661722e-06
775,4438,0.00032253882094109823
776,164,1.1918964991964874e-05
777,2374,0.000172534285920272
778,2827,0.00020545679287978474
779,3496,0.00025407744885310487
780,589,4.2806526708947016e-05
781,360,2.616358168967899e-05
782,31,2.25297508994458e-06
783,144,1.0465432675871596e-05
784,1401,0.00010181993874233407
785,188,1.3663203771276805e-05
786,311,2.260242751525046e-05
787,578,4.200708393509571e-05
788,2793,0.00020298578794242616
789,1279,9.295339161416508e-05
790,16,1.1628258528746217e-06
791,235,1.7079004714096006e-05
792,1272,9.244465530353244e-05
793,648,4.7094447041422184e-05
794,880,6.39554219081042e-05
795,315,2.2893133978469116e-05
796,2445,0.00017769432564240315
797,2508,0.00018227295243809696
798,693,5.0364894752632053e-05
799,348,2.5291462300023023e-05
800,9,6.540895422419747e-07
801,44,3.19777109540521e-06
802,431,3.132362141181012e-05
803,55,3.997213869256513e-06
804,628,4.5640914725328906e-05
805,282,2.049480565691521e-05
806,51,3.706507406037857e-06
807,23,1.6715621635072688e-06
808,23,1.6715621635072688e-06
809,44,3.19777109540521e-06
810,749,5.4434785237693235e-05
811,790,5.741452648568445e-05
812,341,2.4782725989390377e-05
813,168,1.2209671455183529e-05
814,33,2.3983283215539076e-06
815,3,2.180298474139916e-07
816,2045,0.0001486236793205376
817,71,5.160039722131134e-06
818,3199,0.0002324924939591197
819,17,1.2355024686792856e-06
820,53,3.851860637647185e-06
821,3563,0.0002589467821120173
822,6,4.360596948279832e-07
823,1297,9.426157069864903e-05
824,502,3.6483661133941257e-05
825,133,9.665989902020294e-06
826,34,2.4710049373585712e-06
827,33,2.3983283215539076e-06
828,5,3.633830790233193e-07
829,28,2.034945242530588e-06
830,3016,0.00021919267326686622
831,47,3.4158009428192014e-06
832,812,5.9013412033387057e-05
833,314,2.2820457362664453e-05
834,19,1.3808557002886134e-06
835,717,5.210913353194399e-05
836,511,3.7137750676183236e-05
837,260,1.8895920109212604e-05
838,214,1.5552795782198065e-05
839,1352,9.825878456790554e-05
840,14,1.017472621265294e-06
841,4,2.9070646321865544e-07
842,600,4.3605969482798315e-05
843,515,3.742845713940189e-05
844,586,4.258849686153302e-05
845,169,1.2282348070988192e-05
846,793,5.7632556333098445e-05
847,1107,8.045301369576289e-05
848,124,9.01190035977832e-06
849,312,2.2675104131055126e-05
850,1404,0.00010203796858974807
851,1474,0.00010712533169607453
852,1422,0.00010334614767423201
853,1,7.267661580466386e-08
854,305,2.2166367820422477e-05
855,92,6.686248654029075e-06
856,30,2.1802984741399157e-06
857,528,3.837325314486252e-05
858,1470,0.00010683462523285587
859,55,3.997213869256513e-06
860,587,4.266117347733769e-05
861,51,3.706507406037857e-06
862,53,3.851860637647185e-06
863,403,2.9288676169279535e-05
864,350,2.5436815531632353e-05
865,1073,7.798200875840432e-05
866,1837,0.00013350694323316752
867,1262,9.17178891454858e-05
868,3601,0.00026170849351259454
869,1331,9.67325756360076e-05
870,2608,0.00018954061401856335
871,1359,9.876752087853819e-05
872,3663,0.0002662144436924837
873,1514,0.00011003239632826108
874,1454,0.00010567179937998126
875,2870,0.00020858188735938527
876,1400,0.00010174726212652941
877,1406,0.00010218332182135739
878,1686,0.00012253277424666327
879,95,6.904278501443067e-06
880,1646,0.00011962570961447671
881,599,4.3533292866993655e-05
882,147,1.0683462523285587e-05
883,4697,0.0003413620644345062
884,2771,0.00020138690239472357
885,1030,7.485691427880378e-05
886,1109,8.059836692737222e-05
887,85,6.1775123433964285e-06
888,1354,9.840413779951487e-05
889,962,6.991490440408664e-05
890,346,2.5146109068413697e-05
891,798,5.7995939412121764e-05
892,5,3.633830790233193e-07
893,98,7.122308348857058e-06
894,851,6.184780004976895e-05
895,310,2.2529750899445797e-05
896,355,2.580019861065567e-05
897,319,2.3183840441687772e-05
898,847,6.155709358655029e-05
899,281,2.0422129041110546e-05
900,39,2.834388016381891e-06
901,319,2.3183840441687772e-05
902,349,2.5364138915827686e-05
903,411,2.9870089095716848e-05
904,1316,9.564242639893765e-05
905,1361,9.891287411014752e-05
906,1124,8.168851616444218e-05
907,682,4.9565451978780754e-05
908,66,4.796656643107815e-06
909,699,5.080095444746004e-05
910,28,2.034945242530588e-06
911,3771,0.00027406351819938743
912,108,7.849074506903697e-06
913,489,3.553886512848063e-05
914,551,4.0044815308369786e-05
915,76,5.5234228011544534e-06
916,16,1.1628258528746217e-06
917,2460,0.0001787844748794731
918,59,4.287920332475168e-06
919,3827,0.0002781334086844486
920,219,1.5916178861221384e-05
