fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
3.1998257724518133,3.398786631763345,0.06380455828230142,0.0666450010079777,108.0,0.7694___1.6064,0.7694,100,1.2630944444444443
3.7099581732122093,3.850328126397166,0.025201041864528574,0.026173168743358382,216.0,0.8650555555555556___2.0048333333333335,0.8650555555555556,100,1.3544444444444446
