fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
4.157828800000837,3.236262452728287,0.0011460240737317963,0.0014604015944154583,450.0,0.604___6.613,0.604,100,1.2348833333333336
2.872780773437866,2.166379178906693,0.0019304232702160094,0.002377767107892977,900.0,0.606___8.305,0.606,100,1.493
