fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.05290949341643613,0.04132872182176212,0.0006448906140817233,0.0012055814367195406,37.5,0.031___851.8256666666666,0.031,100,99.78694999999999
0.02500290049358501,0.020474697978875626,0.0004907454445033289,0.0009677189500317967,75.0,0.035___1419.1846666666668,0.035,100,200.2692499999999
