fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.12380585738534482,0.036503124233722886,0.0007144360700104342,0.003854132329041523,30.0,0.077___1103.887,0.077,100,199.12255
0.03225246449507348,0.017738436324931914,0.0020879203960168405,0.004675064768800544,60.0,0.091___1600.036,0.091,100,300.4044
