fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.01105102863283191,0.011257957719564931,0.0006685523996949755,0.0007425752083774744,15.0,0.13433333333333333___559.4743333333333,0.13433333333333333,100,234.6777
0.004915384617484284,0.005010777025847708,5.164776207059219e-05,6.48524494413188e-05,30.0,0.14566666666666667___1326.6596666666667,0.14566666666666667,100,582.9625333333333
