fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
1.0,0.021598189749599372,0.0004904535043492264,0.0007095857501626845,60.0,0.038___3656.48,0.038,100,299.5684
1.0,0.013242405835398674,0.0009726519179304626,0.001498213967926049,120.0,0.036___3898.263,0.036,100,400.30585
