fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.050362884803111206,0.04086921912082265,0.0006812349409086774,0.0011265475761812194,37.5,0.0905___878.138,0.0905,100,105.16808333333333
0.02090518175588673,0.018372901921552404,0.0003755653809661061,0.0006472176386381058,75.0,0.043___1413.4513333333332,0.043,100,200.0508
