fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
1.0,0.01003188797166185,0.0022298227084149385,0.0029944992166942084,30.0,0.001___3280.135,0.001,100,499.8651
1.0,0.012635074949117977,0.002065383941058208,0.002040621683806929,60.0,0.001___3099.755,0.001,100,400.11525
