fit_pars,ml_pars,kl_fit,kl_ml,workloadPerPod,latency_range,skew,data_num,p95
0.011771829136077404,0.011746459335604519,0.0002865186909830097,0.0002895025073628428,15.0,0.13733333333333334___1000.0483333333334,0.13733333333333334,100,265.48061666666666
0.004564810235751943,0.004654933291809417,0.00031700367874134926,0.00038586345716993035,30.0,0.12333333333333332___1191.9633333333334,0.12333333333333332,100,616.3676666666668
